Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
 ,Abnormally Long or Heavy Periods,4/10/2012,lysteda,154120,3,4,I am 45 years old with fibroids. I have had heavy cycles for the past 11 years. Day 2-3 is hard for me to leave my house due to the heavy bleeding. I have tried Lysteda 650mg. 3x a day for three days. During that time frame it worked well. My cycle was not as heavy. I was able to go out with my family and not worry about having to change my pad every time I felt a gush. Within one week of taking this I started to have blood in my urine (this past Sunday). I called my regular doctor and he is running a urine test as of now. I started thinking what I did this past month that is different. Then I thought of Lystida and looked up the side effects of this drug. Blood in the urine is a side effect. I will update my results when I find out more information. As of now I will not take this medication. This is very scary!,1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",18
45-54,Abnormally Long or Heavy Periods,3/28/2012,lysteda,154120,5,5,"For years my daughter and I have suffered with heavy draining periods.  This has been a life changer for us.  I only use it 3 to 4 days and the last day half the dose. I have recommended it to friends and family members. No side effects at all-


",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",7
45-54,Abnormally Long or Heavy Periods,3/13/2012,lysteda,154120,5,5,Can't believe how well the drug worked from the first dose.  It is prescribed for no more than 5 days--during your cycle--but I only needed to take it for 3 days.  Now to get my insurance company to cover it.  Its very very expensive.,5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",10
45-54,Abnormally Long or Heavy Periods,3/11/2012,lysteda,154120,1,1,my 44 year old sister is in the neuro ICU from a massive stroke taking this medication. She will never be the same. Ask your Doctor about the increased stroke risk with this medication. She will never be the same. She will not speak again. She has no use of her right side of her body. ,1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",30
35-44,Abnormally Long or Heavy Periods,3/1/2012,lysteda,154120,5,5,"Heavy periods all my life. My doc found I had fibroids that were the cause of the heavy bleeding. We are talking the first 3 days so heavy that leaving the house was a challenge. I would go through 2 packages of overnight pads plus superplus tampons every period. Ruining clothing, sleeping with a towel in the bed, cramping severly with large blood clots. Birthcontrol pills had the reverse effect on me causing me to bleed 3 weeks on and 1 week off. So no good. Finally, years later a doctor finally recognized the help I needed and suggested Lysteda and I love it. Now I only use 1 package of pads with some left over. My life is on again. I can enjoy outings with my husband and children without panic of changing a pad and tampon within 30 minutes. The only side effects I have using the pills are: dry mouth and headaches with a hot feeling in my stomach at times. So I have to increase my water intake, drink gatorade and keep the ceiling fan going at night so I don't sweat while taking it. Overall, Lysteda works for me. ",4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",8
35-44,Abnormally Long or Heavy Periods,2/21/2012,lysteda,154120,5,5,"Thank you Ferring pharmaceuticals! I have tried various birth control pills with awful side effects. I am so happy I have found Lysteda not only are my periods about 50% lighter, my cramps/bloating etc are significantly lower as well. The only side effect I have noticed are mild headaches which I would have anyways. Highly recommended, no more accidents!",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",4
25-34,Abnormally Long or Heavy Periods,2/11/2012,lysteda,154120,5,3,Was given lysteda to help with heavy periods and endometriosis. Has shortened my periods however I get a significant amount of bloodclots and worse cramps,2,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",4
19-24,Abnormally Long or Heavy Periods,2/9/2012,lysteda,154120,5,1,"I have been menstruating for two years straight now and have tried many different birth control pills to try to put a stop to it with no success. My doctor prescribed Lysteda to try to put an end to it and so far I have had no results or changes. I will continue to take it for another few months to see if there are any changes. I've had no side effects, yet.",1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",0
35-44,Abnormally Long or Heavy Periods,2/7/2012,lysteda,154120,5,3,"i thought this was the miracle drug for me. i have been trying to get pregnant for almost 2 years and they couldnt treat my periods with anything but birth control. the first month was great, the second month it worked but my period came a week earlier,my third period was only a week and a half later. My periods got worse and the bleeding double than my normal periods. definitely think hard before starting this medication. i would rather deal with one period from hell than a period every other week.   ",1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",8
35-44,Abnormally Long or Heavy Periods,2/3/2012,lysteda,154120,5,5,"Well I had extremely heavy periods, doctor prescribed Lysteda, it worked wonderful first month and by second month my period was already less intense, but now I am supposed to be on my 3rd month taking Lysteda y guess what? NO PERIOD at all. I'm making an appoinment with my ObGyn tomorrow!!!  I had a tubal ligation with my last kid, so I am very worried. Anyone else has had the same experience? I read about Staci, she didn't have her period back after taking this drug.",3,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",3
25-34,Abnormally Long or Heavy Periods,1/31/2012,lysteda,154120,4,3,I have been on Lysteda since November. I have to say I feel really sick everytime I take the medicine. I have fibroids and a cyst. My cramps are worst and I have more blood clots. I don't believe that this is medicine for me. The only thing I can say is that my cycle was not as long as normal. I have gone from 3 weeks to about 10 days. ,3,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",4
55-64,Abnormally Long or Heavy Periods,1/23/2012,lysteda,154120,5,2,My period is still extremely heavy such that I feel like I can't leave my house on days 2 and 3. The only real difference is huge clots rather than small ones. It's still a mess.,2,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",3
25-34,Abnormally Long or Heavy Periods,1/19/2012,lysteda,154120,4,4,"I just got on this medication this week and has already seen a difference! I have a history of heavy menstrual cycle lasting almost up to a month. I am also anemic and have a vitamin D deficiency with history of fibriods. So, whatever helps the amount and length of blood loss, I'm all for it! ",4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",5
19-24,Abnormally Long or Heavy Periods,1/12/2012,lysteda,154120,4,1,"It was supposed to control the bleeding, not prolong it. yes, it has lightened my periods, but I will be getting a second opinion.",1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",2
35-44,Abnormally Long or Heavy Periods,1/11/2012,lysteda,154120,5,5,"I took Lysteda for the first time this month. So far I'm extremely happy with it. Had cramping but no more than usual. What was unusual was I felt a contraction type feeling the 3rd morning after I took the Lysteda that lasted about a 1/2 hour. The contraction feeling was not painful, just freaky. No other unusual side effects noted at this time. The number of days on cycle were as usual. My flow was reduced by 50% or more. I was not tied to a bathroom like I usually am on days 2-5! I messed up on the dosage the first day and only took one 650mg tablet in the morning and afternoon. Taking only one had reduced it some (like 20%) but not as much as it did once I got my actual prescription and noticed I needed to take two 650mg tablets, three times a day. My doctor prescribed it correctly, I had forgotten how many she said. It seemed like it would be a lot to remember taking the meds at first, but if someone has a vested interest such as I, you don't forget...believe me! I did start the meds on day 2 and stopped at bedtime on day 5, my doctor says however I should start taking them on day 1. I am not a big fan of taking medication for anything, but I recommend Lysteda because it was very freeing. I will try to remember to post updates after continued usage, especially if I develop side-effects. I've found the reviews of others very helpful to me.  

Note for medical professionals: A strange occurance that may be linked to the contraction type feeling on morning 3. I had two ultra sounds. One about a week after my last period ended and one two days after this past period ended (lysteda usage) and the technician told me my uterus was significantly smaller in size. Not sure if that has anything to do with the Lysteda, but it may be noteworthy. If not disregard.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",13
